bug.id,revision.id.buggy,revision.id.fixed,revision.date.fixed,report.id,report.url
1,b147d16e647c9fa54b4ad14a76fd532906cec558,7cf943172b154019d7c6a66f4290272b2144e29a,2008-03-16 00:26:44 +0000,COLLECTIONS-220,https://issues.apache.org/jira/browse/COLLECTIONS-220
2,50bd9f108b59f69d73eb8ca4d4c8a917895743a8,c9e1e5c8f51ec51e2927561fdcca2cc40d6893f6,2013-04-27 11:08:26 +0000,COLLECTIONS-237,https://issues.apache.org/jira/browse/COLLECTIONS-237
3,7c260a6e48a23792b87e7eb65b4b6a4e0dd913e2,d0df8e55b0d1a8e4a838fa522286963383f0b0a7,2007-08-31 09:39:36 +0000,COLLECTIONS-264,https://issues.apache.org/jira/browse/COLLECTIONS-264
4,5a3a0041a059031eaeea2558172cf01f19714c6e,975baeba6172fd711f2a13db791464e6b272a120,2008-03-26 06:08:52 +0000,COLLECTIONS-265,https://issues.apache.org/jira/browse/COLLECTIONS-265
5,142a6dd5eedf83e9bd5f077d64977969cc4be40c,01086ef5b312d7aa5ad231277950618cb93664ee,2008-03-15 23:23:48 +0000,COLLECTIONS-278,https://issues.apache.org/jira/browse/COLLECTIONS-278
6,4b9c68b55a6f82942d32c5149fa0363b8b6b39fc,803a9c6c17efbc98bc9513e6bf7e6900d4dbae2c,2013-04-27 11:57:01 +0000,COLLECTIONS-310,https://issues.apache.org/jira/browse/COLLECTIONS-310
7,ac4f8bf346d344326a986aa16000db69b2fb4ffc,2e29ad2a8fd33955b488c1edd0b312a6837b7cb9,2009-10-14 14:16:50 +0000,COLLECTIONS-340,https://issues.apache.org/jira/browse/COLLECTIONS-340
8,ca34318ae2fed482b75f0b4cd1a082bb17d4b9c9,a11dc6aa1d91106577c75a5986b691b41b493947,2010-07-18 07:43:15 +0000,COLLECTIONS-359,https://issues.apache.org/jira/browse/COLLECTIONS-359
9,8f9fe40f7c9456b67bfdb5fed4529135fd7385f2,d4c9c2c7bf40044db837f1bdf55d87d27c047221,2010-10-18 18:54:29 +0000,COLLECTIONS-364,https://issues.apache.org/jira/browse/COLLECTIONS-364
10,0b83241a1ac009cd6f95d57209fadc05b6b4d268,970921c2196d804d7c2d8203881cd340a4d0df3e,2012-04-09 18:40:36 +0000,COLLECTIONS-380,https://issues.apache.org/jira/browse/COLLECTIONS-380
11,d639a9b43723053d63756fd4a63b50316a8a0e05,4951344fb2ce246e0cc5a2dff90d24cea6eb3a75,2013-07-14 19:09:25 +0000,COLLECTIONS-475,https://issues.apache.org/jira/browse/COLLECTIONS-475
12,527213decc04c4b45393cd0f67e96cb7a67a8f66,d3d48f834749a31459a3201fa33b89d72eb42fe5,2014-05-19 20:37:58 +0000,COLLECTIONS-516,https://issues.apache.org/jira/browse/COLLECTIONS-516
13,a85fe84ce63f873b760e311f27ec42e05f1b3f42,320c0acf89acb5950a10816ca7dd083842ff739c,2014-05-06 21:38:05 +0000,COLLECTIONS-521,https://issues.apache.org/jira/browse/COLLECTIONS-521
14,320c0acf89acb5950a10816ca7dd083842ff739c,527213decc04c4b45393cd0f67e96cb7a67a8f66,2014-05-06 22:12:50 +0000,COLLECTIONS-524,https://issues.apache.org/jira/browse/COLLECTIONS-524
15,9acc3e824e2efa2e496df8458d207b5fb5722e6d,9dbf8388c5bfa0c7beb15e835b3a5e6fc74ecbf8,2015-01-01 21:10:46 +0000,COLLECTIONS-525,https://issues.apache.org/jira/browse/COLLECTIONS-525
16,0a114bbdb01548a69c7a8c155bbdef7785ecb389,bb0a4b6b038bf912873d10fc0f124ac3238d3e32,2014-05-29 18:31:56 +0000,COLLECTIONS-531,https://issues.apache.org/jira/browse/COLLECTIONS-531
17,eb693a74697659d226b5e4058d3c0e0313e46d07,c0da312f34de79f90ea44de52c250e0d6d88b0b0,2015-11-08 15:05:59 +0000,COLLECTIONS-538,https://issues.apache.org/jira/browse/COLLECTIONS-538
18,39513f9142cb82b84181a11905b3866a49d5a3c0,583d96b0895beafad326793c0cd0d273013ff137,2015-02-17 22:02:59 +0000,COLLECTIONS-555,https://issues.apache.org/jira/browse/COLLECTIONS-555
19,7c99c6234c7b403449420b2688fff3d516662591,73d69dfe8677210e44049bc1a2a7d1ff85bc1ca7,2015-06-04 20:36:25 +0000,COLLECTIONS-566,https://issues.apache.org/jira/browse/COLLECTIONS-566
20,3a9c4718ee0fd2eeef8b3ce151ee829fadbef5ae,f8bd75d37ca12c5d49c1b628c33c0b45e2d082eb,2015-09-28 08:53:44 +0000,COLLECTIONS-576,https://issues.apache.org/jira/browse/COLLECTIONS-576
21,796114ea4a9cc57ab17170536e1caa5933520c47,a270ff62852e62b5ac0f943a7e57292a72b77271,2016-08-04 17:32:17 +0000,COLLECTIONS-586,https://issues.apache.org/jira/browse/COLLECTIONS-586
22,274c9c1d37a47ae9bc1cdec1b0b0e4189dd44845,b88b065aa955d7a7d8f74c427b05d2243eda0779,2018-06-12 21:43:42 -0600,COLLECTIONS-673,https://issues.apache.org/jira/browse/COLLECTIONS-673
